_id,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
14,admit,Marie Jenkins,own,736f08db-ed66-40a9-b22d-f44963cf2245,5960c242-445a-4b06-abb2-98e9828c3331,11,2021-04-13,219946,True,http://paul.com/,0.17402734320994395,0.16376581016719916,6,-7.562690939248617,Minor,0.0853643573316194,0.4617424864464541,0.01900388491097038,0.7095404868195881,0.6024629511618801,122.91822418026246
15,follow,Jacob Brown,because,0eb631e2-87ab-4a32-beb4-40674458f422,f44d5d05-5e74-446c-b1d7-a4f0fdbc38d8,75,2022-05-04,239174,False,http://www.mccormick.com/,0.5691052548658093,0.31103891959859986,7,-4.487349231195303,Minor,0.43187651855174025,0.037607245571092074,0.21565474446835442,0.5499971474868905,0.4013870842760645,166.71119565238996
16,drug,Alexis Watkins,source,be3a955d-3f40-4646-ac87-9dd0d494cbc6,3ab59795-8bb8-4202-9e2d-813ac2a18216,54,2023-09-17,179242,True,http://www.gillespie.com/,0.40607516875816285,0.5786847325092436,11,-6.164139867528501,Major,0.744588969191879,0.3687375994898128,0.14951961896422683,0.2903622827778136,0.040254906157429104,76.10399352108813
17,try,Craig Mahoney,already,9a8254a2-c4df-43c1-884d-6ccfc8e06fef,2d6d1eba-c944-45ce-bd5b-16050ab66376,4,2022-04-03,226939,True,http://ayala.org/,0.8337251693040575,0.9288871684071216,9,-0.7813185006843817,Minor,0.3726468593759036,0.2870770326013192,0.9402259493413179,0.2999566782367382,0.03891396624622023,120.50552082182833
18,win,Sarah Brooks,decade,f520d2b7-ecd6-4fb3-83e4-5a4cf31bc4bd,e46a9b60-0786-4335-92a6-dba1e5fa4472,3,2022-06-20,263971,True,http://lopez.com/,0.3038749492683538,0.5757967284124141,7,-4.91759108407106,Minor,0.13011545357384335,0.6446664695758374,0.6088800991160535,0.1575052493200384,0.7135918463248067,92.7404497797591
19,public,Gloria Burgess,enjoy,5849b8f4-c778-400f-9c77-c9b581b37870,ef81cba9-945f-4de8-b32f-6da761c83a9e,11,2020-02-18,191460,True,http://www.young-bartlett.com/,0.2101826848826419,0.9080261510474446,4,-1.2067374485352396,Minor,0.05998097797084656,0.9773685325331491,0.4232547589479897,0.7095637912103865,0.803965855194212,157.05766538916237
20,half,Damon Russell,always,84b5937a-f593-45f0-80da-c7e55af41f54,bbd13238-7fc3-4eb5-9508-c11f1b19931f,27,2021-06-04,268940,False,http://www.smith.info/,0.7857588274775801,0.37530695942531844,0,-1.3597306557141184,Minor,0.9566246238469065,0.0902965040133028,0.7761726326353965,0.7002192559666933,0.5193327103330833,99.68209161981426
21,movement,Richard Johnson,dark,b29c9abe-ad4a-4aa8-9a59-a6fda139456f,950ff8d2-4307-4909-ba63-ae73698b9fb4,29,2023-08-20,150850,False,https://douglas-miller.org/,0.6066615704797627,0.9414705985413097,3,-7.23752597177959,Major,0.5616833815697281,0.5940798186292336,0.23764022664093365,0.17409100974870007,0.14894066457644484,147.73430805705289
22,take,Andrea Morse,say,f3c95bc0-f089-448f-ba7e-ea817fc9c2bb,89607b83-f284-4cc0-9cce-1bed8cd15f85,64,2023-07-15,219045,False,http://castillo.net/,0.32224922973653813,0.1983297770917153,4,-2.0999381799688654,Minor,0.6700132647322958,0.3844824765824649,0.12184834515861753,0.36149218312468934,0.8931316920780072,137.794240645109
23,man,Tyler Reeves,task,a1d32159-d67c-494e-b8aa-817111b7ae9c,9e8d0019-3637-44c3-8ff5-8cf8752fbf18,77,2021-05-27,281225,True,http://www.long.net/,0.44178601683795293,0.5920978612498522,11,-5.850575764486549,Major,0.4108086329221582,0.5803294074111905,0.23843950345982268,0.22424161524595654,0.1397809857723552,146.23178081470644
24,early,Karen Taylor,may,99951828-654f-4f8d-be4d-bf87da8c4415,56b2e21b-6d35-4104-b033-6d2a389604ea,3,2023-09-26,196832,False,https://brooks.info/,0.6756272331900999,0.8305716337803184,4,-0.6575160631747998,Major,0.8736073722343185,0.9542314767227902,0.6389517321728103,0.9851325467301932,0.9313687355299899,61.69010347421577
25,fast,John Johnson,mind,879441ef-97e0-4d0e-8766-34ac0e16f85a,a53f8072-8480-4c1a-9d79-ba8c84dbcb06,71,2023-01-27,283085,True,http://www.simpson.com/,0.5111739968745871,0.24284938053713212,11,-4.922623241903436,Major,0.9411298688522297,0.7389210454812405,0.6228105683409692,0.7920656736111408,0.31853003175930705,100.45346151957004
26,wear,Madison Peterson,various,04f27f4d-b728-4506-ac1f-a7729aaafaa3,8add43ea-bcb8-4838-9bbb-2f4ec8d1291d,25,2021-04-27,177894,False,http://www.hartman.net/,0.793735399106002,0.6971930024957722,7,-1.794505268144217,Minor,0.4229368557638834,0.041022713852924775,0.06280715101106382,0.2367361842868705,0.3929545878664831,95.40291091899384
27,poor,William White,yeah,e88968e3-87d0-4ff3-88cc-da01b9256b69,40a77293-aee8-4c9b-b8f1-2f311c28b4d1,91,2022-05-17,228235,False,https://www.sanford-mooney.info/,0.9598320036830362,0.301582685487667,1,-7.171610167171734,Minor,0.9158436709721437,0.9090499565736645,0.8366877206053353,0.49402193744692224,0.6165004874715161,140.92813678736934
28,my,Joshua Smith,light,1ce36779-4ad8-4135-8ded-e2e1098e9f32,743a74ff-3431-426d-973f-75288df2dfd1,83,2021-01-17,283080,True,http://www.allison-peters.com/,0.7359614459402217,0.6842590391666562,10,-7.014441502282328,Major,0.051446079972376046,0.5716566864538003,0.4998292222376096,0.36089652444438214,0.8426019273641283,83.17935452654503
29,somebody,Jennifer Dorsey,be,4c4c9803-f9b7-44f7-a78a-8106a76af92d,0c231e9e-2f3a-4d0d-8e29-96f67529f599,89,2022-03-18,202143,False,https://www.johnson.net/,0.6588507449984218,0.8055279636461664,3,-4.130622775858389,Minor,0.28762940764732725,0.18823946506922506,0.5360537843140613,0.5722774071165261,0.5937246556309868,133.31453995956167
30,might,Andrea Mason,others,7ac66503-99a7-4169-bb9a-6e74b0bf258e,95cfd5a6-41ee-4562-b813-2c97210bcc7c,69,2022-01-31,190065,False,http://yates-butler.com/,0.28378640499302743,0.796227216600212,4,-0.010976667706612986,Major,0.31244889908765394,0.6050058340700643,0.6319549420131424,0.4674058392916748,0.5073149862012966,136.64709529016264
31,thank,Matthew Morton,eight,d9bd1f32-e9d2-4c09-8eb8-021810bd4c4a,3e0983e2-7bb6-4e2b-bcff-df13d818b6b4,53,2023-10-07,248019,False,https://www.chavez.org/,0.6638538363049987,0.5659325553673159,10,-5.10359653344299,Minor,0.1036005659246334,0.5013673018728276,0.5750474575306336,0.9830119576427857,0.5097141007508325,108.65884497194571
32,style,Jennifer Boyd,ten,1945faec-588d-4b39-b09e-f9575f932934,a83f5d01-f2e1-4f93-9f2b-89a7387f9fb0,28,2023-07-09,192349,True,http://www.brown-gregory.com/,0.6192608053623755,0.04106913020613612,9,-8.514045816172109,Major,0.5074125469680041,0.957722358866585,0.7185443277923527,0.12977122971377042,0.4898466520662591,111.32439003760874
33,push,Maria Jimenez,follow,9f4e01e2-43d9-4953-9d64-30a5a8751133,fce8797e-8385-4885-a20f-9cc2ccedff6a,57,2023-06-01,291394,True,http://rojas.net/,0.09338720007556267,0.5327452453105003,10,-4.614194222961263,Minor,0.15473017585826143,0.4505231090150913,0.29127198777525787,0.88424644683462,0.5629242606445444,99.35119904882112
34,include,William Hernandez,official,54387c9c-cb85-4627-9aec-f00a570c7a2b,66de207e-1e57-4ea3-9823-5629449c3d97,75,2021-08-28,289029,False,https://gibson.org/,0.9519996624524752,0.6615213406873559,3,-6.5487605830699245,Minor,0.4821893962043886,0.8109668113226207,0.001564335933398997,0.06574810526736607,0.47489259999803324,108.09998959534394
35,simple,Micheal Martinez,really,1200a702-7b75-43bd-b77c-690b30883f9b,80df731d-317c-40a6-9cd5-fe603986b9c4,35,2021-04-26,150149,True,https://odonnell.com/,0.23486859852668396,0.06895673651964052,6,-4.48082582929189,Minor,0.8472748481349526,0.8373771782475543,0.3528160396260338,0.39815998077090853,0.01663695550231492,71.44621269534338
36,phone,Isabella Erickson,strong,34cfe5b7-d443-4f27-a4cc-ebd87a970b1f,045da03c-b065-48fc-95a8-9fd7f5a16a05,0,2020-10-23,234975,True,http://watson-zavala.com/,0.3104194642949153,0.6475432540568051,1,-4.56569937041327,Minor,0.35011399422119116,0.9823855810933974,0.5706637160224288,0.7169335985099499,0.33123959357892263,177.80222309286464
37,need,Claudia Phillips,party,e96c57fa-37b2-4327-9140-2d805cc0fc0e,507f5bbb-4a75-4b02-b04c-28bf608c1cd7,97,2022-08-29,278085,True,https://www.ellis.com/,0.8065628945762658,0.012652150165853082,8,-5.446553831334989,Minor,0.5562654761043269,0.08432913202456382,0.18731391179838253,0.4786651099152539,0.10960458949132279,117.29449181878715
38,data,Tasha Montgomery,start,04779269-4d40-41ed-beb8-9a9a74bb281b,64b4f4be-b708-4969-8e5b-245c699707de,20,2023-11-16,155105,False,https://www.parker.net/,0.14735396224577268,0.4200587408418276,3,-6.782226497709626,Major,0.11488531353030818,0.6461270911437191,0.6682149029196348,0.4107951206651669,0.41654026943223277,172.2990464401666
39,life,Anthony Howell,common,012923c4-53b6-4e3e-b512-367f9d32b47c,4add8397-081c-43c9-955a-ef9313eb9531,89,2020-07-24,179325,True,http://www.thomas.com/,0.04621371809275843,0.49020170499040827,10,-8.113476262928947,Major,0.2785682124949992,0.03914212620067381,0.5234845576782113,0.40943352746471307,0.30767783371176427,60.81961446474666
40,offer,Mitchell Hoffman,place,9c14e054-fc5e-42cb-85dc-141558835820,d8565bac-3c59-4198-bae4-27ad31260a39,54,2022-11-05,245153,False,https://hardy.info/,0.9839360227818514,0.43352340132584843,2,-3.0250157237942865,Minor,0.22615909432784742,0.7076217043232789,0.36060375770687547,0.5749005084764265,0.8987671041885331,106.02892688112371
41,also,Michael Ramirez,drive,ebe39a23-0c99-45b0-baaf-cb3873db60b7,ca812856-0020-4d27-9ce9-766e87f2cfd5,43,2021-03-25,230612,True,http://www.baker-reeves.com/,0.6112739730606801,0.362188038495072,4,-4.282023580150989,Major,0.4291124108817812,0.9909860226468875,0.953403677985515,0.12532678225919403,0.8720991141203317,113.60826261677443
42,star,Adam Smith,yet,531905c0-e870-406a-b573-94151b398840,aae0a1ef-4248-4201-8320-7499c61e9db2,35,2022-02-26,212770,True,https://www.burton-collins.biz/,0.7684893390001969,0.8915750148051031,2,-7.664375539421069,Minor,0.5609657017480328,0.5240685531701745,0.5440819599280334,0.31702767046048186,0.6292604806024369,92.03931923571362
43,particular,Jacqueline Martinez,upon,b7c86d9e-94b6-40a6-b8ff-5ba6b36a5c3f,6391a6eb-e021-43c3-9c89-81e59c3d4698,19,2022-07-06,165184,False,http://www.bell.com/,0.45541616838008914,0.4597393476017463,1,-2.244555249007412,Major,0.7674325318517301,0.6098054063226744,0.7864123358453176,0.0741650197653062,0.5969096159531937,99.55503639752791
44,want,Kylie Mack DVM,lay,1098b898-5a08-420b-8e9d-4f9af77ce6ef,350783bc-0d34-4e1d-a95d-2dc67a257213,27,2023-07-16,213143,False,https://campbell.biz/,0.8861369090509815,0.1529911490938599,0,-9.56352700902698,Major,0.6217238054690754,0.3638979596857128,0.5076225888293382,0.46583319962105885,0.2655304369857213,129.89529018659817
45,fall,Wesley Morgan,another,d93bcd65-0c2d-488a-85ff-0bd1f2f2a3ff,e5d21c68-b25c-4e70-ac1e-df8da3b1bb14,97,2023-02-17,298729,True,http://sutton.biz/,0.5756708994093181,0.17613696108605936,2,-2.5529484843480414,Minor,0.6749767112933036,0.9179367891169605,0.020334306288165793,0.5173600118198601,0.6555909721769689,128.74528170654392
46,central,Crystal Harrison,direction,fface8fb-3b15-4e90-bedc-7bc30ccd710f,eae8585f-8648-4b6b-b714-8a3484cb434e,43,2020-11-03,170645,False,https://www.webb.info/,0.7183459154989886,0.5217467469384799,4,-2.9477211897499744,Minor,0.5567397551704483,0.38741655952311593,0.8733314385275176,0.12833461074501384,0.9720568640244157,91.38637809784713
47,head,Julie Smith,along,a8735193-e4f7-42a7-99b9-ce2150f89ff0,bdb47930-5724-48b7-9317-3498eda669cd,13,2020-10-06,172453,False,https://www.lee.biz/,0.3839784673927513,0.6504574140167414,9,-1.8859109743512317,Minor,0.6089949155530653,0.7744647885737355,0.043534425166776636,0.8290537281353989,0.578474332225579,103.14625086733871
48,suggest,Donald Smith,either,597ae1d0-3f56-47a7-b524-005b1fb2d329,b423b905-e434-4967-b809-939d31660d18,11,2021-03-11,277399,True,http://www.wright.com/,0.3996528628765377,0.615912354053551,11,-6.139212475090177,Major,0.6578312279988884,0.6788977205595811,0.38688132152735755,0.5513034436091327,0.22754322529882276,88.35630929063946
49,need,Christina White,matter,8393d5f0-a0bb-442b-9173-df6e45a0ff2d,f32460a1-22d6-4f5a-8be6-1f2551e8f825,48,2022-11-28,168143,False,http://www.diaz-young.com/,0.1475713450912982,0.919617656902767,9,-3.363111705154653,Major,0.6934711878556589,0.05236551753600627,0.3733023871008325,0.5877859904018278,0.051355165120387625,140.13433377584056
50,huge,Katherine Taylor,me,6f122e18-1f8b-4e75-a6d9-6592f41378bf,4525cd7a-389b-45ed-ab00-10b775984137,12,2020-01-27,289645,True,https://clark.org/,0.6876224130805195,0.7746414503715746,4,-1.792524482904449,Major,0.028953181061268318,0.6308865744419795,0.7473165915626453,0.7677816373576567,0.480448783714414,115.84739891303153
51,arrive,Wendy Barber,how,d1ff2925-465b-40d9-a135-355165c7cec1,363b52c9-f22e-4dab-9c12-61c01d6f6d9b,45,2022-02-25,182967,True,http://walker.com/,0.8926598262113665,0.4648737716345078,7,-0.19181861340215,Major,0.2732703887127248,0.33464934725993756,0.3570938765147329,0.12903295779688861,0.524232332624683,79.16601902730758
52,wind,Tracie Sanchez,teacher,0a616b16-0dda-4fd1-a2d7-164e4bd79c4b,c738bebd-46a9-4d79-863d-896ec3e19e1a,44,2022-10-13,183657,False,http://bruce-bennett.com/,0.8604405654225213,0.8257345984207556,1,-5.046713503835765,Minor,0.7624095179809979,0.32969075511772883,0.06755955774189892,0.5028637864493747,0.7211828352491244,142.32883438693324
53,spend,Kelsey Brown,church,9ed3e70e-e6c7-488b-8173-d8f1e902fc49,114c03de-8768-4d6a-9a7a-f2db1d20e096,77,2023-07-02,274592,True,http://www.robinson.net/,0.885465205509866,0.5924746190637017,7,-9.629803886544238,Minor,0.9215375210331727,0.5579632124184023,0.24112592438564462,0.8682116274193886,0.7746061298338109,170.77272167365405
54,position,Matthew Williams,team,208cf705-8017-4346-9aac-e5751c54410a,4a41a4aa-1c31-47ec-a311-5f11163caf17,33,2023-08-14,294127,True,https://meyer.com/,0.778420406767325,0.3223045829811182,11,-4.977088498670341,Major,0.3510234207369818,0.38656420472373787,0.6571044000108314,0.8313908064675414,0.38019033631515275,166.536169681153
55,author,Elizabeth Powell,say,b08b7eb9-42e6-44c0-bb09-ce58d9a55148,dff776c0-1951-4abd-a81f-4b722b40bb98,5,2021-12-07,193287,True,https://www.turner.info/,0.21884113681231943,0.24549516909369085,4,-4.098195706904329,Major,0.18140555821256865,0.25199578496615327,0.10366386749968948,0.5181021329240163,0.8216612911278522,152.38092569498235
56,generation,James Hayes,protect,4e2f8339-2dd6-4a84-92da-d3cd6ebd61df,f4dd3120-da26-49d4-9ffd-56a503a46b44,93,2020-12-03,219483,False,http://gardner.com/,0.804109856173143,0.9346218786140001,11,-1.3029968663778462,Major,0.1432514903420291,0.8515662599844044,0.5819033215581401,0.3041245428074678,0.24219656014122448,142.8348452902577
57,thing,Courtney Reynolds,affect,1fd404fb-0e01-43c8-b91e-558bde0ded42,fadae1cc-1747-40b8-b18e-d93892ca9478,58,2021-01-22,288326,False,https://www.lane.net/,0.6959117764082383,0.27892824919247017,6,-1.2580962594569165,Major,0.6573446348367955,0.9644100286539099,0.7566789264419571,0.16196695955589968,0.572570271404126,136.645359023926
58,foot,Wendy Castillo,since,efe4bd2c-ceef-4c7e-b0db-6d521bb3d556,76e4755b-5572-478c-9c83-cab715e22893,68,2020-10-04,260923,True,http://rangel-johnson.net/,0.46454988457425217,0.4508020001937705,4,-5.596937902293229,Minor,0.06958542124833644,0.6027008136606191,0.13340958985936402,0.9347378366390774,0.7005209111414515,172.87627484950804
59,month,Robert Harrison,body,52cc3c72-f7ff-4783-a680-1a4f6ae2de6f,251f0536-e2c5-4e46-aefc-ae2f7a9b186c,15,2022-07-31,205521,False,http://www.leblanc-brock.com/,0.5574057940333953,0.7504762818270062,8,-4.740489131924386,Minor,0.7409690591184199,0.1503733272355946,0.3522990461141895,0.2254702847154667,0.19078432782692734,104.10526837226043
60,sea,Jose Myers,build,1180f212-880d-4198-9dd9-566a0940919c,f7e4489c-3187-49e9-9200-a7da9d62847c,48,2022-09-18,291373,True,http://www.richmond.info/,0.9174700144554402,0.5698496446783222,8,-5.430719255257578,Minor,0.971810318758019,0.08150198744788395,0.33854725817970077,0.9474831368096475,0.4410385661847329,86.50190879624658
61,happy,Ryan Murray,table,9d4bb5d9-74d1-4533-8095-937bc2b75cc5,bc9d85cd-45ae-4b9e-ba24-314ea643b234,10,2023-09-06,202730,False,http://lewis-hull.com/,0.12135859918938441,0.6681884704454936,7,-2.775561724293574,Minor,0.09175768305444532,0.6636121060060588,0.6427956162027204,0.5188977934042059,0.41878029816919005,174.88326442262718
62,industry,Kevin Marshall,sometimes,2a2e428a-3366-470f-ab4d-eb9b9e1d5471,e55fab70-5ccc-4f47-9bd2-1b63167a8870,70,2020-05-29,231714,False,http://www.coffey.biz/,0.13333910555702888,0.33639661989137526,7,-5.900213802536356,Major,0.5304826886589294,0.9167464550571202,0.8303836567636027,0.2840483102644511,0.4129601097889264,117.38182796822687
63,account,John Richards,read,143e7e7f-a333-4350-b817-82b5f7814c48,82129ca0-3e2d-477f-b99c-658c13d1f591,37,2022-04-24,254593,False,https://www.cooper.com/,0.46464323749823666,0.494306503615922,1,-3.4521867357226625,Minor,0.3761944057034886,0.3102317375518121,0.6846825664089835,0.07885990478549376,0.20389168270213454,114.59744073248044
64,speak,William Bullock,Mrs,05196d33-b8b9-45f9-ac8a-28417d756cfe,f6a17a70-aafb-4529-b461-4aa58dfaf534,80,2023-02-01,247889,True,http://www.moore.net/,0.5311318858555887,0.3250141678887595,9,-8.456387812284511,Major,0.45364579067301736,0.6560547180360552,0.9808191857888493,0.19630191948307363,0.5018195046109877,178.6605554274371
65,threat,Ashley Terry,west,22c05ccb-fd13-42da-a6b5-72e9f0db36b9,1c1a32f0-87ac-43cb-898d-009dab866d23,79,2023-09-30,264845,True,http://cruz.com/,0.5589252903718673,0.48754993239134437,0,-5.305093990152681,Minor,0.15740927584508868,0.6621351569291799,0.478531171617924,0.9563516270431981,0.6114780598917674,104.83498103843236
66,we,Matthew Davis,central,8d2d47e3-f914-4fd4-a5c6-56531f93a267,1a3f1370-a4a5-4eef-836c-003d846b4488,46,2021-01-14,285679,False,https://www.lucas.net/,0.3172979574653476,0.35482496617609527,6,-0.3079636942578272,Minor,0.3116373697042164,0.1289516582715602,0.18227799841387327,0.2744510332135133,0.47160546386851143,144.23288722267853
67,yeah,Donald Flores,arrive,0381a9cb-df2a-4caa-b64d-788b06704f61,9105536d-3c7a-4bc3-a07e-df8adae0bf24,73,2021-11-18,268354,False,http://www.flores.com/,0.7552500135557795,0.25835240885867805,11,-6.614387659485683,Minor,0.3243828920784265,0.7088340143710539,0.1348525811962823,0.6250223614485905,0.8483769948470389,169.5356265939725
68,describe,Dr. Jamie Jackson,that,9d78b483-0411-4565-87ea-f29e86aa6bce,cfb277fc-f587-465f-a4e3-e22c1444043d,24,2023-07-02,181720,True,https://www.gay-tucker.com/,0.44257342526802657,0.279658488037586,5,-3.072954014131179,Major,0.9414074239700552,0.084719012004002,0.7160450575961946,0.614428278308198,0.7274020989409185,150.8820627965191
69,senior,Emily Frost,surface,9a10cfa0-9052-4588-8e8f-5fc8cff2a39c,95b281af-3c93-4042-ac9f-1299b0a4235e,90,2023-02-26,214986,True,http://www.diaz.com/,0.8150065073316839,0.5961550079374294,9,-3.5016334742072743,Minor,0.5962237722050923,0.5589220700910635,0.9436051507121292,0.09342840688357601,0.7057752321517652,156.2393990136037
70,discuss,Timothy Gray,my,caa6e434-c017-4568-bdbd-c1dcac8ef302,b802b915-be83-4ad2-b380-0ec3e6aacf70,8,2020-10-23,208903,False,https://knapp.net/,0.8920202963410181,0.8801073452552302,4,-1.4823470764930864,Major,0.8833421845183433,0.6434932633613195,0.03698379019977571,0.640987427298992,0.518683211560113,159.07242109037483
71,good,Kevin Caldwell,training,2706ed90-6f95-435c-a9ab-ce1113e591ca,0eb5961b-034c-4234-822c-e1d4d6649677,5,2020-11-10,166784,True,http://estrada.com/,0.42674075685865553,0.5557910279195838,0,-1.4765866343410696,Minor,0.15557990340448835,0.328476554253584,0.2015909928367009,0.5918084453166051,0.5608867729086393,151.42315439653285
72,picture,Janet Dyer,road,f6468683-5b32-40f3-b443-a61d4e4dc797,19a68ee9-c46c-4e10-8dca-a40b25e6deed,84,2020-05-26,238627,False,https://www.logan-boyd.org/,0.9068547304561134,0.5166272517149342,1,-1.406578158317334,Minor,0.7544358791249854,0.12779376410034593,0.7911092132290439,0.5806465011402537,0.9981228684054821,141.64103039032776
73,close,Lisa Booker,box,b7d8bdcf-2ca6-4a61-9af0-8fa472facdee,6ae79219-d50f-402e-b938-6e5bf7888896,29,2021-07-11,155514,True,https://www.ball.biz/,0.44591361207670044,0.19105642352709884,3,-6.199906024773449,Major,0.04976249243295716,0.7028308721554202,0.8857903856181051,0.1712006230557923,0.4783709833434011,131.49773586374675
74,color,Brittany Knight,voice,1478de56-3174-4756-9941-d67ae722a9ab,243cf17a-324b-4094-b1e3-0cde2a80e608,98,2023-08-09,295207,False,https://may.com/,0.1591579075429993,0.24135605037267993,10,-6.833388460666003,Minor,0.08158152753191317,0.9471086244193812,0.3155958200497253,0.6244791874336657,0.37682477618569576,154.48448277879086
75,civil,Philip Jordan,voice,ef2a7b49-1208-43cb-8599-ff82057beaa4,e12d5ef7-6cc6-4190-aa32-c5962c2b6af7,37,2022-02-26,210323,False,https://taylor.com/,0.8614949097832623,0.40642812467051925,9,-2.8128257477701704,Major,0.44311297433032604,0.9971641129658702,0.3100758829368918,0.9020008936907269,0.9566854921965481,123.06079874642012
76,may,George Kidd,now,c99212c5-fb8d-4789-b01e-e0622f700d6b,659f2ae7-ca47-4cd6-a27a-66de11385bf2,10,2021-04-25,207728,True,http://www.alvarez-fisher.com/,0.4500697572469081,0.5551762115818608,9,-2.405981906656364,Minor,0.4240147731129952,0.9124479854583244,0.39822405568601704,0.33761958660580216,0.45966353201958654,123.38077488878321
