Job Title,Company,Location,Estimated Salary
Sr. Production Support Specialist,opentext,"— Waterloo, ON","Estimated: $67,062 - $84,916 a year"
Senior Software Engineer - Archer (Contract),Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
Jr. Full Stack Development Training & Paid Internship,Prepr,"— Guelph, ON",N/A
Sr. Software Engineer,MCAP,"— Waterloo, ON","Estimated: $97,165 - $123,032 a year"
computer numerical control (CNC) programmer,Heroux Devtek,"— Kitchener, ON","$70,000 - $85,000 a year"
Controls System Software Designer- Senior,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $73,339 - $92,863 a year"
Senior Simulation Developer,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $94,378 - $119,504 a year"
"Senior Software Engineer - Risk Controls, Health",Cash App,"— Waterloo, ON","Estimated: $141,237 - $178,838 a year"
Senior Software Architect,Dejero Labs Inc.,"— Waterloo, ON","Estimated: $97,782 - $123,813 a year"
Technical Support Specialist,opentext,"— Waterloo, ON","Estimated: $52,041 - $65,896 a year"
Sr. Technical Support Specialist,Open Text Corporation,"— Waterloo, ON","Estimated: $60,453 - $76,547 a year"
Lead Embedded Software Developer,Molex,"— Waterloo, ON","Estimated: $102,585 - $129,896 a year"
Senior Software Engineer,Carta,"— Waterloo, ON","Estimated: $104,700 - $132,574 a year"
Innovation Architect,opentext,"— Waterloo, ON","Estimated: $71,719 - $90,812 a year"
Senior Controls Software Developer,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $87,859 - $111,249 a year"
CNC Mill Programmer/Machinist,Novy Manufacturing Inc.,"— Waterloo, ON",$30 - $36 an hour
Cloud Systems Administrator,Open Text Corporation,"— Waterloo, ON","Estimated: $76,714 - $97,137 a year"
Business Development Manager,MEDA,"— Waterloo, ON","Estimated: $79,422 - $100,566 a year"
Senior ASP.NET Application Developer,RKD Web Studios,"— Guelph, ON","Estimated: $72,638 - $91,976 a year"
Staff Perception Developer - Localization and Mapping,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $99,096 - $125,478 a year"
"Associate Director, Data Analytics and Development",University of Waterloo,"— Waterloo, ON","Estimated: $88,417 - $111,956 a year"
SQL Database Administrator(Intermediate Experienced),Open Text Corporation,"— Waterloo, ON","Estimated: $93,137 - $117,932 a year"
2024 Research Scientist at Perimeter Institute (CHORD radio telescope),Perimeter Institute for Theoretical Physics,"— Waterloo, ON","$95,000 a year"
Senior Controls System Software Designer,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $78,510 - $99,411 a year"
"Senior Team Lead, Software Development",Geotab,"— Waterloo, ON","Estimated: $107,422 - $136,020 a year"
"Chief Architect, Cloud & Cybersecurity","Canon Medical Informatics, Inc.","— Waterloo, ON","Estimated: $77,166 - $97,710 a year"
Senior/Intermediate Unix/Linux Developer,BicDroid Inc.,"— Waterloo, ON","Estimated: $81,333 - $102,986 a year"
Sr. Product Manager,opentext,"— Waterloo, ON","Estimated: $110,674 - $140,139 a year"
Cloud Engineer - AWS,Procom,— Ontario,N/A
"Senior Technology Specialist, Digital Developer",Equitable,"— Waterloo, ON","Estimated: $88,457 - $112,007 a year"
Lead Financial Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $74,256 - $94,024 a year"
Collections Specialist (Escalations),Open Text Corporation,"— Waterloo, ON","Estimated: $53,614 - $67,888 a year"
PLC Programmer/Systems Integrator,Trited Innovation Inc-ONTARIO,"— Kitchener-Waterloo, ON","Estimated: $55,976 - $70,878 a year"
Computer Programming - Subject Matter Expert (SME),Robertson College,— Canada,"Estimated: $72,580 - $91,903 a year"
Lead AEM Software Engineer,Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
"Advisor, Business Development (University of Waterloo)",Mitacs,"— Waterloo, ON","Estimated: $79,915 - $101,190 a year"
Senior Test Automation Developer,LogiSense Corporation,"— Kitchener, ON","Estimated: $106,510 - $134,865 a year"
Senior Control Software Engineer,Canadian Solar,"— Guelph, ON","Estimated: $111,394 - $141,050 a year"
CNC Programmer,Héroux-Devtek Inc.,"— Kitchener, ON","Estimated: $60,055 - $76,043 a year"
Business Development Specialist,BicDroid Inc.,"— Waterloo, ON","Estimated: $66,394 - $84,070 a year"
Sr. Systems Administrator,Open Text Corporation,"— Waterloo, ON","Estimated: $87,250 - $110,478 a year"
"VP, Enterprise Architecture",Open Text Corporation,"— Waterloo, ON","Estimated: $81,059 - $102,639 a year"
Web Developer II (AEM Architect),BlackBerry,"— Waterloo, ON","Estimated: $83,601 - $105,858 a year"
Senior Industrial Simulation Developer,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $87,699 - $111,046 a year"
Sr. Cloud Engineer,Huxley,"— Waterloo, ON","Estimated: $95,089 - $120,404 a year"
"Sr. Director, IT PMO",opentext,"— Waterloo, ON","Estimated: $108,651 - $137,576 a year"
Control Systems Developer (B&R Automation Specialist),ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $69,842 - $88,436 a year"
Head of Software Development,GHD,"— Waterloo, ON","Estimated: $133,598 - $169,165 a year"
Principal Network Specialist,Open Text Corporation,"— Waterloo, ON","Estimated: $76,996 - $97,494 a year"
Sr. Systems Analyst - IAM,Open Text Corporation,"— Waterloo, ON","Estimated: $73,009 - $92,446 a year"
Sr. Software Developer- Short-term Contract,ApplyBoard,"— Kitchener, ON","Estimated: $77,458 - $98,079 a year"
Sr. Product Manager,Open Text Corporation,"— Waterloo, ON","Estimated: $110,674 - $140,139 a year"
Lead Financial Analyst,opentext,"— Waterloo, ON","Estimated: $74,256 - $94,024 a year"
Jr. Application Developer,The Judge Group,"— Elmira, ON",N/A
Intermediate Control Systems Software Designer,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $62,955 - $79,715 a year"
Senior Cloud Engineer,Ontario Health,— Ontario,"Estimated: $92,823 - $117,535 a year"
Senior Direct3D Software Developer,ALLUDO,"— Waterloo, ON","Estimated: $109,785 - $139,013 a year"
Electrical Design & PLC Programmer (Automation Exp),Barrie Welding & Machine,— Ontario,"Estimated: $56,885 - $72,030 a year"
Sr. Systems Analyst - IAM,opentext,"— Waterloo, ON","Estimated: $73,009 - $92,446 a year"
"Sr. Manager, Workplace Security",Open Text Corporation,"— Waterloo, ON","Estimated: $91,312 - $115,622 a year"
"Educational Developer, Indigenous Knowledges",University of Waterloo,"— Waterloo, ON","Estimated: $70,507 - $89,278 a year"
Sr. Technical Support Specialist,opentext,"— Waterloo, ON","Estimated: $60,453 - $76,547 a year"
Principal Network Specialist,opentext,"— Waterloo, ON","Estimated: $76,996 - $97,494 a year"
"Senior Software Engineer, RippleNet Payments",Ripple Labs,"— Kitchener, ON","Estimated: $114,519 - $145,006 a year"
Principal IT Software Engineer,Open Text Corporation,"— Waterloo, ON","Estimated: $90,589 - $114,706 a year"
"Director, Billing Operations",Open Text Corporation,"— Waterloo, ON","Estimated: $86,218 - $109,171 a year"
Lead Privacy Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $76,506 - $96,874 a year"
Senior Software Researcher,opentext,"— Waterloo, ON","Estimated: $82,528 - $104,499 a year"
"VP, Enterprise Architecture",opentext,"— Waterloo, ON","Estimated: $81,059 - $102,639 a year"
Master Data Management - Data/Process Analyst,opentext,"— Waterloo, ON","Estimated: $86,934 - $110,077 a year"
Senior Perception Developer - Calibration and Sensors,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $99,139 - $125,532 a year"
Innovation Architect,Open Text Corporation,"— Waterloo, ON","Estimated: $71,719 - $90,812 a year"
Job Developer/Employment Counsellor,2nd Chance Employment Counselling,"— Guelph, ON",N/A
Master Data Management - Data/Process Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $86,934 - $110,077 a year"
CNC 5th Axis Machinist/Programmer,Novy Manufacturing Inc.,"— Waterloo, ON",$32 - $40 an hour
Perception Team Lead - Localization and Mapping,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $96,237 - $121,857 a year"
Sr. Program Manager (Contracts),Open Text Corporation,"— Waterloo, ON","Estimated: $69,487 - $87,986 a year"
Senior IT Technology Risk Analyst,opentext,"— Waterloo, ON","Estimated: $82,924 - $105,000 a year"
Senior Software Researcher,Open Text Corporation,"— Waterloo, ON","Estimated: $82,528 - $104,499 a year"
Unreal Engine C++ Developer II - SDK,Mawari,"— Waterloo, ON","Estimated: $95,624 - $121,082 a year"
"Sr. Director, IT PMO",Open Text Corporation,"— Waterloo, ON","Estimated: $108,651 - $137,576 a year"
Lead Accountant (Contractor),opentext,"— Waterloo, ON","Estimated: $72,508 - $91,811 a year"
Senior Mobile Developer,Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
Temenos T24 Developer (Remote),HVN Solutions,"— Waterloo, ON","Estimated: $106,539 - $134,902 a year"
Senior Software Engineer iOS,IMS,"— Waterloo, ON","Estimated: $95,917 - $121,453 a year"
"Director, Billing Operations",opentext,"— Waterloo, ON","Estimated: $86,218 - $109,171 a year"
JR00087402 Senior Software Engineer (.NET/ Powershell),Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
Benefits Manager,Open Text Corporation,"— Waterloo, ON","Estimated: $84,236 - $106,661 a year"
Bilingual Customer Support Representative - (French),Open Text Corporation,"— Waterloo, ON","Estimated: $39,896 - $50,517 a year"
"Program Manager, Corporate Giving",opentext,"— Waterloo, ON","Estimated: $87,827 - $111,209 a year"
Sr. Principal Software Architect,opentext,"— Waterloo, ON","Estimated: $111,782 - $141,540 a year"
Business Development Representative,The Syscomm Group,"— Waterloo, ON","Estimated: $50,154 - $63,506 a year"
CNC programmer,Aversan,"— Waterloo, ON","Estimated: $70,211 - $88,903 a year"
Client Manager - Professional Services Sales 1 1,opentext,"— Waterloo, ON","Estimated: $80,717 - $102,206 a year"
Client Manager - Professional Services Sales 1 1,Open Text Corporation,"— Waterloo, ON","Estimated: $80,717 - $102,206 a year"
Senior Cloud Security Operations Engineer - Remote,Revvity,"— Guelph, ON","Estimated: $118,613 - $150,190 a year"
Lead Security Compliance Analyst - Compliance Strategy,Open Text Corporation,"— Waterloo, ON","Estimated: $79,794 - $101,037 a year"
"Director, Product Marketing",Open Text Corporation,"— Waterloo, ON","Estimated: $104,966 - $132,911 a year"
Senior IT Technology Risk Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $82,924 - $105,000 a year"
Cloud Systems Administrator,opentext,"— Waterloo, ON","Estimated: $76,714 - $97,137 a year"
Sr. Systems Administrator,opentext,"— Waterloo, ON","Estimated: $87,250 - $110,478 a year"
"Director, Product Marketing",opentext,"— Waterloo, ON","Estimated: $104,966 - $132,911 a year"
Sr. Site Reliability Administrator,opentext,"— Waterloo, ON","Estimated: $97,291 - $123,192 a year"
SQL Database Administrator(Intermediate Experienced),opentext,"— Waterloo, ON","Estimated: $93,137 - $117,932 a year"
Principal Security Compliance Analyst - Compliance Strategy,opentext,"— Waterloo, ON","Estimated: $76,187 - $96,470 a year"
Lead Security Compliance Analyst - Compliance Strategy,opentext,"— Waterloo, ON","Estimated: $79,794 - $101,037 a year"
Senior Product Security & Cloud Security Engineer,Siemens,"— Kitchener, ON","Estimated: $101,415 - $128,414 a year"
"Sr. Manager, Workplace Security",opentext,"— Waterloo, ON","Estimated: $93,050 - $117,823 a year"
"Sr. Manager, Corporate Accounting",opentext,"— Waterloo, ON","Estimated: $81,315 - $102,963 a year"
Collections Specialist (Escalations),opentext,"— Waterloo, ON","Estimated: $53,614 - $67,888 a year"
Control Systems Software Designer,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $62,955 - $79,715 a year"
Benefits Manager,opentext,"— Waterloo, ON","Estimated: $84,236 - $106,661 a year"
Sr. Program Manager (Contracts),opentext,"— Waterloo, ON","Estimated: $69,487 - $87,986 a year"
Lead Privacy Analyst,opentext,"— Waterloo, ON","Estimated: $76,506 - $96,874 a year"
Bilingual Customer Support Representative - (French),opentext,"— Waterloo, ON","Estimated: $39,896 - $50,517 a year"
Sr. Site Reliability Administrator,Open Text Corporation,"— Waterloo, ON","Estimated: $97,291 - $123,192 a year"
Sr. Principal Software Architect,Open Text Corporation,"— Waterloo, ON","Estimated: $111,782 - $141,540 a year"
"Program Manager, Corporate Giving",Open Text Corporation,"— Waterloo, ON","Estimated: $87,827 - $111,209 a year"
"Sr. Manager, Corporate Accounting",Open Text Corporation,"— Waterloo, ON","Estimated: $81,315 - $102,963 a year"
Associate Product Support Specialist,Open Text Corporation,"— Waterloo, ON","Estimated: $52,799 - $66,856 a year"
Production Support Specialist,opentext,"— Waterloo, ON","Estimated: $53,157 - $67,309 a year"
Vulkan Graphics Engineer - Global Remote,CoreAVI,"— Waterloo, ON","Estimated: $99,086 - $125,465 a year"
Principal GCP Cloud Solutions Architect,Open Text Corporation,"— Waterloo, ON","Estimated: $74,417 - $94,228 a year"
Senior Software Engineer (API/Java),Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
Lead Accountant (Contractor),Open Text Corporation,"— Waterloo, ON","Estimated: $72,508 - $91,811 a year"
Principal GCP Cloud Solutions Architect,opentext,"— Waterloo, ON","Estimated: $74,417 - $94,228 a year"
Infrastructure Cloud Architect,ApplyBoard,"— Kitchener, ON","Estimated: $108,484 - $137,365 a year"
Lead Site Reliability Engineer,opentext,"— Waterloo, ON","Estimated: $99,945 - $126,552 a year"
