Job Title,Company,Location,Estimated Salary
Senior Software Architect,Dejero Labs Inc.,"— Waterloo, ON","Estimated: $97,782 - $123,813 a year"
Sage People Software Developer - Contract,Compugen Inc,— Ontario,N/A
Operations Analyst,Magnet Forensics,"— Waterloo, ON","Estimated: $54,010 - $68,389 a year"
Staff Perception Developer - Localization and Mapping,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $99,096 - $125,478 a year"
Senior IT Technology Risk Analyst,opentext,"— Waterloo, ON","Estimated: $82,924 - $105,000 a year"
CNC programmer,Aversan,"— Waterloo, ON","Estimated: $70,211 - $88,903 a year"
"Manager, Software Development",D2L,"— Kitchener, ON","Estimated: $102,285 - $129,515 a year"
Software Engineering Manager,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $97,356 - $123,275 a year"
Lead Embedded Software Developer,Molex,"— Waterloo, ON","Estimated: $102,585 - $129,896 a year"
Senior Dev Sec Ops Specialist,BlackBerry,"— Waterloo, ON","Estimated: $94,278 - $119,377 a year"
"Lead Software Engineer, Operations",Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
CNC Programmer,The Bamco Group,"— Guelph, ON",$23 - $27 an hour
Sr. Systems Analyst - IAM,Open Text Corporation,"— Waterloo, ON","Estimated: $73,009 - $92,446 a year"
Collections Specialist (Escalations),Open Text Corporation,"— Waterloo, ON","Estimated: $59,261 - $75,038 a year"
Master Data Management - Data/Process Analyst,opentext,"— Waterloo, ON","Estimated: $86,934 - $110,077 a year"
"Lead Developer/Team Lead - MS Stack (Dynamics, Power Platform)",Mayk Ideas,"— Kitchener-Waterloo, ON","Estimated: $80,581 - $102,034 a year"
Senior Software Engineer iOS,IMS,"— Waterloo, ON","Estimated: $98,908 - $125,240 a year"
Unreal Engine C++ Developer II - SDK,Mawari,"— Waterloo, ON","Estimated: $95,624 - $121,082 a year"
Senior/Intermediate Unix/Linux Developer,BicDroid Inc.,"— Waterloo, ON","Estimated: $74,269 - $94,042 a year"
CNC Lathe Machinist/Programmer,Novy Manufacturing Inc.,"— Waterloo, ON",$28 - $34 an hour
Sr. Systems Analyst - IAM,opentext,"— Waterloo, ON","Estimated: $73,009 - $92,446 a year"
Master Data Management - Data/Process Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $86,934 - $110,077 a year"
Computer Programming - Subject Matter Expert (SME),Robertson College,— Canada,"Estimated: $72,580 - $91,903 a year"
Senior Cloud Engineer,Ontario Health,— Ontario,"Estimated: $92,823 - $117,535 a year"
FPGA Developer,Christie Digital Systems Inc.,"— Kitchener, ON","Estimated: $82,333 - $104,252 a year"
2024 Research Scientist at Perimeter Institute (CHORD radio telescope),Perimeter Institute for Theoretical Physics,"— Waterloo, ON","$95,000 a year"
"Intermediate Technology Specialist, Digital Developer",Equitable Life of Canada,"— Waterloo, ON","Estimated: $85,229 - $107,919 a year"
PLC Programmer/Systems Integrator,Trited Innovation Inc-ONTARIO,"— Kitchener-Waterloo, ON","Estimated: $55,976 - $70,878 a year"
Principal Cloud Engineer,BMO Financial Group,— Ontario,"Estimated: $112,974 - $143,051 a year"
Senior Direct3D Software Developer,ALLUDO,"— Waterloo, ON","Estimated: $109,785 - $139,013 a year"
Business Development Manager,MEDA,"— Waterloo, ON","Estimated: $79,422 - $100,566 a year"
Intermediate Control Systems Software Designer,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $62,955 - $79,715 a year"
"Senior Software Engineer - Risk Controls, Health",Cash App,"— Waterloo, ON","Estimated: $141,237 - $178,838 a year"
Electrical/Controls Developer,ISN Technologies,"— Waterloo, ON","Estimated: $75,447 - $95,532 a year"
Senior Software Security Researcher,Open Text Corporation,"— Waterloo, ON","Estimated: $99,008 - $125,366 a year"
Principal IT Software Engineer,Open Text Corporation,"— Waterloo, ON","Estimated: $90,589 - $114,706 a year"
Senior ASP.NET Application Developer,RKD Web Studios,"— Guelph, ON","Estimated: $72,638 - $91,976 a year"
CNC Programmer/Setter/CAMWorks,Trited Innovation Inc-Cambridge - ONTARIO,"— Guelph, ON",$22 - $30 an hour
Sr. Software Developer,opentext,"— Waterloo, ON","Estimated: $95,129 - $120,454 a year"
CNC Programmer,Héroux-Devtek Inc.,"— Kitchener, ON","Estimated: $60,055 - $76,043 a year"
Cloud DevOps Engineer/Architect,Procom,— Ontario,N/A
Senior IT Technology Risk Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $82,924 - $105,000 a year"
"Senior Software Engineer, RippleNet Payments",Ripple Labs,"— Kitchener, ON","Estimated: $114,519 - $145,006 a year"
Senior Test Automation Developer,LogiSense Corporation,"— Kitchener, ON","Estimated: $106,510 - $134,865 a year"
Senior Cloud Security Operations Engineer - Remote,Revvity,"— Guelph, ON","Estimated: $118,613 - $150,190 a year"
"Advisor, Business Development (University of Waterloo)",Mitacs,"— Waterloo, ON","Estimated: $83,063 - $105,177 a year"
"Program Manager, Corporate Giving",opentext,"— Waterloo, ON","Estimated: $87,827 - $111,209 a year"
Jr. Application Developer,The Judge Group,"— Elmira, ON",N/A
Senior DevOps Engineer,ISG Search Inc,— Canada,"Estimated: $98,974 - $125,323 a year"
"Senior .Net Full Stack Developer (onsite Cambridge, ON)",VectorVue,"— Kitchener-Waterloo, ON",N/A
Software Engineer – DevOps,Magnet Forensics,"— Waterloo, ON","Estimated: $81,036 - $102,610 a year"
Senior Software Security Researcher,opentext,"— Waterloo, ON","Estimated: $99,008 - $125,366 a year"
Lead Systems Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $92,034 - $116,535 a year"
Sr. Principal Software Architect,Open Text Corporation,"— Waterloo, ON","Estimated: $111,782 - $141,540 a year"
Senior Software Developer,Magnet Forensics,"— Waterloo, ON","Estimated: $92,563 - $117,205 a year"
Controls System Software Designer- Senior,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $73,339 - $92,863 a year"
Sr. Client Manager,Open Text Corporation,"— Waterloo, ON","Estimated: $83,619 - $105,881 a year"
Sr. Site Reliability Administrator,opentext,"— Waterloo, ON","Estimated: $97,291 - $123,192 a year"
"Educational Developer, Indigenous Knowledges",University of Waterloo,"— Waterloo, ON","Estimated: $70,507 - $89,278 a year"
Client Director,opentext,"— Waterloo, ON","Estimated: $97,850 - $123,900 a year"
Business Development Specialist,BicDroid Inc.,"— Waterloo, ON","Estimated: $64,477 - $81,642 a year"
Senior Perception Developer - Calibration and Sensors,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $99,139 - $125,532 a year"
Principal Network Specialist,Open Text Corporation,"— Waterloo, ON","Estimated: $76,996 - $97,494 a year"
Sr. Principal Software Architect,opentext,"— Waterloo, ON","Estimated: $111,782 - $141,540 a year"
computer numerical control (CNC) programmer,Heroux Devtek,"— Kitchener, ON","$70,000 - $85,000 a year"
Cloud Automation Tools Engineer/Architect - RHEL 8.x / 9.x & Windows 2019 & 202,Procom,— Ontario,N/A
JR00087402 Senior Software Engineer (.NET/ Powershell),Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
Staff Machine Learning Developer,FullStory,"— Waterloo, ON","Estimated: $101,315 - $128,287 a year"
Perception Team Lead - Localization and Mapping,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $96,237 - $121,857 a year"
Collections Specialist (Escalations),opentext,"— Waterloo, ON","Estimated: $59,261 - $75,038 a year"
Application Developer,Stantec,"— Waterloo, ON","Estimated: $94,215 - $119,297 a year"
Sr. Systems Administrator,Open Text Corporation,"— Waterloo, ON","Estimated: $87,250 - $110,478 a year"
Senior Mobile Developer,Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
Lead Systems Analyst,opentext,"— Waterloo, ON","Estimated: $92,034 - $116,535 a year"
Program Director,Open Text Corporation,"— Waterloo, ON","Estimated: $79,244 - $100,341 a year"
"Chief Architect, Cloud & Cybersecurity","Canon Medical Informatics, Inc.","— Waterloo, ON","Estimated: $77,166 - $97,710 a year"
Lead Privacy Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $76,506 - $96,874 a year"
"Senior Team Lead, Software Development",Geotab,"— Waterloo, ON","Estimated: $107,422 - $136,020 a year"
Temenos T24 Developer (Remote),HVN Solutions,"— Waterloo, ON","Estimated: $106,539 - $134,902 a year"
Sr. Software Developer,Open Text Corporation,"— Waterloo, ON","Estimated: $95,129 - $120,454 a year"
"Sr. Director, IT PMO",Open Text Corporation,"— Waterloo, ON","Estimated: $108,651 - $137,576 a year"
Electrical Design & PLC Programmer (Automation Exp),Barrie Welding & Machine,— Ontario,"Estimated: $56,885 - $72,030 a year"
"CNC Mid to Large Lathe Machinist (""Programmer"")",BARRIE WELDING & MACHINE,— Ontario,$28 - $40 an hour
Infrastructure Cloud Architect,ApplyBoard,"— Kitchener, ON","Estimated: $108,484 - $137,365 a year"
Vulkan Graphics Engineer - Global Remote,CoreAVI,"— Waterloo, ON","Estimated: $99,086 - $125,465 a year"
Sr. Systems Administrator,opentext,"— Waterloo, ON","Estimated: $87,250 - $110,478 a year"
Senior Controls System Software Designer,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $78,510 - $99,411 a year"
Engineering Communications Education Developer,University of Waterloo,"— Waterloo, ON","Estimated: $74,452 - $94,273 a year"
Sr. Software Developer- Short-term Contract,ApplyBoard,"— Kitchener, ON","Estimated: $77,458 - $98,079 a year"
Senior Industrial Simulation Developer,OTTO Motors by Rockwell Automation,"— Kitchener, ON","Estimated: $87,699 - $111,046 a year"
Business Development Representative,The Syscomm Group,"— Waterloo, ON","Estimated: $50,183 - $63,543 a year"
"Director, Billing Operations",opentext,"— Waterloo, ON","Estimated: $92,894 - $117,624 a year"
"Senior React Native Engineer - Afterpay, Cash App",Cash App,"— Waterloo, ON","Estimated: $139,063 - $176,085 a year"
Program Director,opentext,"— Waterloo, ON","Estimated: $79,244 - $100,341 a year"
Senior Software Quality Engineer – SAP BW (SAP Business Warehouse),Sun Life,"— Waterloo, ON","$82,000 - $135,000 a year"
Sr. Site Reliability Administrator,Open Text Corporation,"— Waterloo, ON","Estimated: $97,291 - $123,192 a year"
Principal GCP Cloud Solutions Architect,opentext,"— Waterloo, ON","Estimated: $74,417 - $94,228 a year"
"Maternal Child Health Nurse Coordinator-Relocate to Port Hardy, B.C",Gwa'sala-'Nakwaxd'xw Nations,— Canada,"Estimated: $82,396 - $104,332 a year"
"Director, Billing Operations",Open Text Corporation,"— Waterloo, ON","Estimated: $92,894 - $117,624 a year"
Principal Security Compliance Analyst - Compliance Strategy,opentext,"— Waterloo, ON","Estimated: $76,187 - $96,470 a year"
Client Director,Open Text Corporation,"— Waterloo, ON","Estimated: $65,563 - $83,018 a year"
Lead Revenue Operations Analyst,Open Text Corporation,"— Waterloo, ON","Estimated: $77,286 - $97,861 a year"
Lead Revenue Operations Analyst,opentext,"— Waterloo, ON","Estimated: $77,286 - $97,861 a year"
"Program Manager, Corporate Giving",Open Text Corporation,"— Waterloo, ON","Estimated: $87,827 - $111,209 a year"
Principal Security Compliance Analyst - Compliance Strategy,Open Text Corporation,"— Waterloo, ON","Estimated: $76,187 - $96,470 a year"
Principal GCP Cloud Solutions Architect,Open Text Corporation,"— Waterloo, ON","Estimated: $74,417 - $94,228 a year"
Lead Site Reliability Engineer,opentext,"— Waterloo, ON","Estimated: $99,945 - $126,552 a year"
Bilingual Customer Support Representative - (French),opentext,"— Waterloo, ON","Estimated: $39,896 - $50,517 a year"
Bilingual Customer Support Representative - (French),Open Text Corporation,"— Waterloo, ON","Estimated: $39,896 - $50,517 a year"
Control Systems Software Designer,ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $62,955 - $79,715 a year"
Control Systems Developer (B&R Automation Specialist),ATS Automation Tooling Systems,"— Cambridge, ON","Estimated: $69,842 - $88,436 a year"
Health Records Tech Coder,Grand River Hospital,"— Kitchener, ON","Estimated: $46,065 - $58,328 a year"
Lead Site Reliability Engineer,Open Text Corporation,"— Waterloo, ON","Estimated: $99,945 - $126,552 a year"
Principal IT Software Engineer,opentext,"— Waterloo, ON","Estimated: $90,589 - $114,706 a year"
Sr. Client Manager,opentext,"— Waterloo, ON","Estimated: $83,619 - $105,881 a year"
Job Developer/Employment Counsellor,2nd Chance Employment Counselling,"— Guelph, ON",N/A
"Senior Cloud Security Engineer- Remote, Ontario",Smile DH,"— Kitchener, ON","Estimated: $129,190 - $163,583 a year"
