Job Title,Company,Location,Min Salary,Max Salary
Experienced Full Stack Web Developer,Boardera Software,"Kitchener, ON",77187,97736
Software Engineering Manager,ATS Automation Tooling Systems,"Cambridge, ON",97356,123275
.NET Mobile Developer,Semex,"Guelph, ON",81110,102704
Machine Learning Engineer,Equitable Life of Canada,"Waterloo, ON",79985,101279
Full Stack Web Developer,BicDroid Inc.,"Waterloo, ON",54981,69618
AWS/DevOps Engineer,Venuiti,"Kitchener, ON",53467,118802
Software Engineer,Bosch Group,"Waterloo, ON",80148,101486
"Senior Java Developer (onsite Cambridge, ON)",VectorVue,"Kitchener, ON",,
Software Engineer,BicDroid Inc.,"Waterloo, ON",75103,95098
"Senior Staff Software Developer, Precision Health Platform",Verily,"Waterloo, ON",110286,139646
"Product Developer, Software - Advanced Research",Christie Digital,"Kitchener, ON",78402,99275
Software Engineer - Full Stack,MCAP,"Waterloo, ON",88820,112466
Senior Software Developer - Quantum Compiler/Transpiler,Anyon Systems Inc.,"Waterloo, ON",95899,121430
"Senior Software Developer, Precision Health Platform, Workflows",Verily,"Waterloo, ON",97031,122862
Senior Software Developer,Geotab,"Waterloo, ON",93651,118584
Automation Engineer,Nfinite Nanotech,"Kitchener, ON",70000,80000
C++ Developer - Low Level - Canada,GTS,"Kitchener, ON",90620,114745
Principal Software Developer,opentext,"Waterloo, ON",84110,106502
Customer Support Representative,opentext,"Waterloo, ON",39388,49875
Full Stack Developer,Planitar Inc.,"Waterloo, ON",84743,107304
Senior Software Engineer,Sun Life,"Waterloo, ON",82000,135000
Software Engineer Senior,Altair Engineering,"Waterloo, ON",119628,151476
Intermediate C++ Software Developer – Integrated Media Block,Christie Digital Systems Inc.,"Kitchener, ON",87571,110884
Web Application Developer,Fivewalls,"Waterloo, ON",67100,84964
Software Engineer,MealSuite,"Kitchener, ON",90091,114076
Sr. Software Developer,opentext,"Waterloo, ON",95129,120454
IT/ Software Development Technology Consultant for Tax Incentives,KPMG,"Waterloo, ON",57375,72650
Monitoring Tools Specialist (Sitescope+),opentext,"Waterloo, ON",58861,74531
Fullstack Senior Software Developer,Geotab,"Waterloo, ON",89815,113725
Educational Developer,University of Waterloo,"Waterloo, ON",79048,100092
IT Software Developer - (Salesforce),Open Text Corporation,"Waterloo, ON",92295,116867
Senior Software Developer,D2L,"Kitchener, ON",105533,133629
Intermediate C++ Software Developer – Integrated Media Block,Christie Digital,"Kitchener, ON",87719,111071
CNC Programmer,Héroux-Devtek Inc.,"Kitchener, ON",60055,76043
"Manager, Software Development",D2L,"Kitchener, ON",102763,130122
PLC Programmer/Systems Integrator,Trited Innovation Inc-ONTARIO,"Kitchener, ON",55976,70878
Senior Software Developer (C#/C++),Virtek Vision,"Waterloo, ON",104207,131950
"Software Developer III, Google Cloud Networking",Google,"Waterloo, ON",,
Software Deployment Engineer,Brock Solutions,"Kitchener, ON",75889,96093
Full Stack Engineer,Just Play Sports Solutions LLC,"Kitchener, ON",85716,108535
Principal Cloud Engineer,BMO Financial Group,Various locations,112974,143051
Software Engineering Manager,onsemi,"Waterloo, ON",104090,131801
Java Developer - Canadian Visa Sponsorship Global Talent Stream,Venuiti,"Kitchener, ON",90000,90000
Sage People Software Developer - Contract,Compugen Inc,Various locations,,
Customer Support Representative,Open Text Corporation,"Waterloo, ON",39388,49875
Associate Product Support Specialist,opentext,"Waterloo, ON",52799,66856
Intermediate Software Developer (Remote),DriverCheck Inc.,"Kitchener, ON",111358,141005
Associate Product Support Specialist,Open Text Corporation,"Waterloo, ON",52799,66856
Senior Software Engineer,NCR,"Waterloo, ON",100064,126704
Senior Software Developer,ATS Automation Tooling Systems,"Cambridge, ON",119813,151711
Senior DevOps Developer,Clearpath Inc.,"Kitchener, ON",106499,134851
Web Developer II (AEM Architect),BlackBerry,"Waterloo, ON",83601,105858
"Director, Global Talent Operations",opentext,"Waterloo, ON",114784,145342
"Lead Technology Specialist, Digital Developer",Equitable Life of Canada,"Waterloo, ON",100782,127613
Vulkan Graphics Engineer - Global Remote,CoreAVI,"Waterloo, ON",99086,125465
"Cloud Technical Solutions Developer, Billing",Google,"Waterloo, ON",,
FPGA Developer,Christie Digital,"Kitchener, ON",82097,103953
"Product Manager, Google Cloud",Google,"Waterloo, ON",,
"Senior Software Engineer - Risk Controls, Health",Cash App,"Waterloo, ON",141237,178838
Sr. Application Developer,The Judge Group,"Elmira, ON",,
Staff Software Developer (Fleet Manager),Clearpath Inc.,"Kitchener, ON",110029,139321
Business Development Manager,MEDA,"Waterloo, ON",79422,100566
Test Automation Developer - Winter 2024 Co-op/Intern,Definity Financial Corporation,"Kitchener, ON",60630,76771
Control Systems Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",62955,79715
Java Engineer (Backend),Prospect,"Waterloo, ON",80000,90000
Senior Software Engineer iOS,IMS,"Waterloo, ON",98908,125240
Electrical/Controls Developer,ISN Technologies,"Waterloo, ON",75447,95532
Senior Wordpress Developer for Ecommerce,Sienci Labs Inc.,"Waterloo, ON",60000,85000
Senior Software Engineer,Carta,"Waterloo, ON",104700,132574
Senior Software Developer,Brock Solutions,"Kitchener, ON",100193,126867
Build System Developer,MAXON Computer,"Waterloo, ON",84898,107499
Software Development Team Lead,RWDI,"Guelph, ON",112306,142204
Senior Site Reliability Engineering Developer (DevOps),Encircle,"Kitchener, ON",163309,206785
Staff DevOps Engineer,Mappedin,"Kitchener, ON",75992,96223
Senior Business Intelligence (BI) Developer - MicroStrategy,Procom,Various locations,,
CNC programmer,Aversan,"Waterloo, ON",70211,88903
Sr. Software Engineer,MCAP,"Waterloo, ON",97165,123032
Monitoring Tools Specialist (Sitescope+),Open Text Corporation,"Waterloo, ON",58861,74531
Unreal Engine C++ Developer II - SDK,Mawari,"Waterloo, ON",95624,121082
Staff Machine Learning Developer,FullStory,"Waterloo, ON",101315,128287
"Director, Global Talent Operations",Open Text Corporation,"Waterloo, ON",114784,145342
Software Developer,Magnet Forensics,"Waterloo, ON",74485,94315
Senior Cloud Engineer,Ontario Health,Various locations,92823,117535
Senior Dev Sec Ops Specialist,BlackBerry,"Waterloo, ON",94278,119377
23-101 Full Stack Developer,Raise,Various locations,88707,112323
CNC Programmer,The Bamco Group,"Guelph, ON",47840,
Principal Software Developer,Open Text Corporation,"Waterloo, ON",84110,106502
computer numerical control (CNC) programmer,Heroux Devtek,"Kitchener, ON",70000,85000
"Senior Software Developer, Google Cloud Compute",Google,"Kitchener, ON",,
Principal IT Software Engineer,Open Text Corporation,"Waterloo, ON",90589,114706
Sr. Systems Analyst - IAM,opentext,"Waterloo, ON",73009,92446
CNC Mill Programmer/Machinist,Novy Manufacturing Inc.,"Waterloo, ON",58240,
Senior Direct3D Software Developer,ALLUDO,"Waterloo, ON",109785,139013
"Advisor, Business Development (University of Waterloo)",Mitacs,"Waterloo, ON",83063,105177
Software Engineer – DevOps,Magnet Forensics,"Waterloo, ON",81036,102610
Senior Software Engineer (java/Kafka),Sun Life,"Waterloo, ON",82000,135000
Senior Software Developer,Euna Solutions,"Kitchener, ON",100683,127487
"Senior Software Engineer, RippleNet Payments",Ripple Labs,"Kitchener, ON",114519,145006
Software Developer Licensing Team,Magnet Forensics,"Waterloo, ON",89397,113197
Application Developer,Stantec,"Waterloo, ON",94215,119297
Lead Embedded Software Developer,Molex,"Waterloo, ON",102585,129896
Staff Perception Developer - Localization and Mapping,Clearpath Inc.,"Kitchener, ON",99096,125478
Senior Cloud Engineer,Sun Life,"Waterloo, ON",82000,135000
"Chief Architect, Cloud & Cybersecurity","Canon Medical Informatics, Inc.","Waterloo, ON",77166,97710
Business Development Specialist,BicDroid Inc.,"Waterloo, ON",64477,81642
"Senior Software Developer, Networks, Google Cloud Business Platforms",Google,"Waterloo, ON",,
Controls System Software Designer- Senior,ATS Automation Tooling Systems,"Cambridge, ON",73339,92863
Senior Software Architect,Dejero Labs Inc.,"Waterloo, ON",97782,123813
Senior Solution Architect (Hybrid Cloud),BMO Financial Group,Various locations,99502,125992
Senior/Intermediate Unix/Linux Developer,BicDroid Inc.,"Waterloo, ON",74269,94042
Master Data Management - Data/Process Analyst,opentext,"Waterloo, ON",86934,110077
Sr. Systems Analyst - IAM,Open Text Corporation,"Waterloo, ON",73009,92446
Control Systems Developer (B&R Automation Specialist),ATS Automation Tooling Systems,"Cambridge, ON",69842,88436
"Lead Software Engineer, Operations",Sun Life,"Waterloo, ON",82000,135000
Senior DevOps Engineer,ISG Search Inc,Various locations,98974,125323
"Sr. Director, IT PMO",opentext,"Waterloo, ON",108651,137576
Lead Privacy Analyst,opentext,"Waterloo, ON",76506,96874
Senior Controls System Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",71279,90255
Sr. Software Developer- Short-term Contract,ApplyBoard,"Kitchener, ON",77458,98079
Senior Simulation Developer,Clearpath Inc.,"Kitchener, ON",94378,119504
Lead Technology Risk & Disaster Recovery Analyst(Workers Council),opentext,"Waterloo, ON",66057,83643
CNC 5th Axis Machinist/Programmer,Novy Manufacturing Inc.,"Waterloo, ON",58240,
Senior Software Developer,Magnet Forensics,"Waterloo, ON",92563,117205
Engineering Communications Education Developer,University of Waterloo,"Waterloo, ON",74452,94273
CNC Lathe Machinist/Programmer,Novy Manufacturing Inc.,"Waterloo, ON",58240,
Health Records Tech Coder,Grand River Hospital,"Kitchener, ON",46065,58328
Senior Industrial Simulation Developer,Clearpath Inc.,"Kitchener, ON",87699,111046
Master Data Management - Data/Process Analyst,Open Text Corporation,"Waterloo, ON",86934,110077
Temenos T24 Developer (Remote),HVN Solutions,"Waterloo, ON",106539,134902
"Lead Developer/Team Lead - MS Stack (Dynamics, Power Platform)",Mayk Ideas,"Kitchener, ON",80581,102034
Principal Security Compliance Analyst - Compliance Strategy,opentext,"Waterloo, ON",76187,96470
Sr. Client Manager,Open Text Corporation,"Waterloo, ON",83619,105881
Sr. Site Reliability Administrator,Open Text Corporation,"Waterloo, ON",97291,123192
Business Development Representative,The Syscomm Group,"Waterloo, ON",50183,63543
Software Developer,Ontario Health,Various locations,86598,109653
Sr. Client Manager,opentext,"Waterloo, ON",83619,105881
2024 Research Scientist at Perimeter Institute (CHORD radio telescope),Perimeter Institute for Theoretical Physics,"Waterloo, ON",95000,95000
"Senior Team Lead, Software Development",Geotab,"Waterloo, ON",107422,136020
Senior Perception Developer - Calibration and Sensors,Clearpath Inc.,"Kitchener, ON",99139,125532
Lead Technology Risk & Disaster Recovery Analyst(Workers Council),Open Text Corporation,"Waterloo, ON",66057,83643
Lead Privacy Analyst,Open Text Corporation,"Waterloo, ON",76506,96874
Lead Systems Analyst,Open Text Corporation,"Waterloo, ON",92034,116535
Sr. Site Reliability Administrator,opentext,"Waterloo, ON",97291,123192
Sr. Principal Software Architect,Open Text Corporation,"Waterloo, ON",111782,141540
Senior ASP.NET Application Developer,RKD Web Studios,"Guelph, ON",72638,91976
"Sr. Director, IT PMO",Open Text Corporation,"Waterloo, ON",108651,137576
Lead Software Engineer,Sun Life,"Waterloo, ON",82000,135000
Senior Monitoring Specialist (Sitescope),Open Text Corporation,"Waterloo, ON",77886,98621
Senior Cloud Security Operations Engineer - Remote,Revvity,"Guelph, ON",118613,150190
Job Developer/Employment Counsellor,2nd Chance Employment Counselling,"Guelph, ON",,
Sr. Principal Software Architect,opentext,"Waterloo, ON",111782,141540
Senior Mobile Developer,Sun Life,"Waterloo, ON",82000,135000
"Senior .Net Full Stack Developer (onsite Cambridge, ON)",VectorVue,"Kitchener, ON",,
FPGA Developer,Christie Digital Systems Inc.,"Kitchener, ON",82333,104252
Principal Security Compliance Analyst - Compliance Strategy,Open Text Corporation,"Waterloo, ON",76187,96470
Principal Network Specialist,Open Text Corporation,"Waterloo, ON",76996,97494
Sr. Software Developer,Open Text Corporation,"Waterloo, ON",95129,120454
Lead Network Administrator,Open Text Corporation,"Waterloo, ON",91271,115569
Principal GCP Cloud Solutions Architect,opentext,"Waterloo, ON",74417,94228
CNC Programmer/Setter/Operator,Trited Innovation Inc-Cambridge - ONTARIO,"Guelph, ON",45760,
"Educational Developer, Indigenous Knowledges",University of Waterloo,"Waterloo, ON",70507,89278
Principal Network Specialist,opentext,"Waterloo, ON",76996,97494
Senior Test Automation Developer,LogiSense Corporation,"Kitchener, ON",106510,134865
Principal GCP Cloud Solutions Architect,Open Text Corporation,"Waterloo, ON",74417,94228
Lead Product Manager (IoT),opentext,"Waterloo, ON",97948,124024
Lead Site Reliability Engineer,opentext,"Waterloo, ON",99945,126552
Senior Software Engineer in Test,Magnet Forensics,"Waterloo, ON",74802,94716
Lead Product Manager (IoT),Open Text Corporation,"Waterloo, ON",97948,124024
Sr. Systems Analyst - uCMDB,opentext,"Waterloo, ON",75888,96091
Lead Site Reliability Engineer,Open Text Corporation,"Waterloo, ON",99945,126552
"Sr. Manager, Business Processes - Financial Analysis",Open Text Corporation,"Waterloo, ON",98049,124153
Principal IT Software Engineer,opentext,"Waterloo, ON",90589,114706
Client Director,Open Text Corporation,"Waterloo, ON",97850,123900
Client Director,opentext,"Waterloo, ON",97850,123900
Infrastructure Cloud Architect,ApplyBoard,"Kitchener, ON",108484,137365
Lead Systems Analyst,opentext,"Waterloo, ON",92034,116535
"Senior Software Engineer, Mobile (Android) - Remote/Hybrid",IMS,"Waterloo, ON",93765,118728
"Sr. Manager, Business Processes - Financial Analysis",opentext,"Waterloo, ON",98049,124153
"Senior React Native Engineer - Afterpay, Cash App",Cash App,"Waterloo, ON",139063,176085
"Sr. Manager, SAP Finance Applications",opentext,"Waterloo, ON",87742,111102
"Sr. Manager, SAP Finance Applications",Open Text Corporation,"Waterloo, ON",87742,111102
"Senior Cloud Security Engineer- Remote, Ontario",Smile DH,"Kitchener, ON",129190,163583
Sr. ITSM Analyst - SMAX,Open Text Corporation,"Waterloo, ON",66904,84716
Account Development Executive,opentext,"Waterloo, ON",86648,109716
Senior Monitoring Specialist (Sitescope),opentext,"Waterloo, ON",77886,98621
Account Development Executive,Open Text Corporation,"Waterloo, ON",86648,109716
Sr. ITSM Analyst - SMAX,opentext,"Waterloo, ON",66904,84716
Sr. Systems Analyst - uCMDB,Open Text Corporation,"Waterloo, ON",75888,96091
Lead Product Manager,Open Text Corporation,"Waterloo, ON",97948,124024
Lead Product Manager,opentext,"Waterloo, ON",97948,124024
23-101 Full Stack Developer,Raise,Various locations,88707,112323
